dataset,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met,awards_won,avg_training_score,is_promoted
train,71630,3,27,2,2,3,1,29,3,2,1,0,85,0
train,26850,4,15,2,1,3,1,42,3,4,0,0,80,0
train,54418,4,14,2,1,3,1,33,1,10,1,0,88,0
train,22133,3,14,2,1,3,1,38,3,9,0,0,83,1
train,12815,2,31,2,2,3,1,41,4,5,0,0,60,0
train,22683,1,15,NA,2,1,1,31,3,6,0,0,48,0
train,50999,4,22,2,2,1,1,28,3,2,0,0,84,0
train,57008,1,2,2,2,3,3,24,NA,1,1,0,82,1
train,640,6,2,2,1,1,10,36,1,10,0,0,66,0
train,41143,4,22,2,1,1,2,27,3,5,1,0,82,0
train,41829,3,5,3,2,1,1,43,4,13,0,0,82,0
train,13245,1,27,2,1,1,1,33,3,5,1,0,51,0
train,42314,4,12,2,1,1,1,30,1,8,0,0,89,0
train,26002,9,5,2,1,3,1,31,NA,1,1,0,58,0
train,58588,1,2,2,2,3,1,30,5,6,0,0,45,0
train,74968,3,7,3,1,3,1,35,4,6,0,0,80,0
train,43206,2,9,3,1,1,1,32,3,5,0,0,64,0
train,32779,6,29,3,2,3,1,34,3,9,0,0,68,0
train,39607,2,19,2,2,3,1,38,5,9,0,0,56,0
train,63836,8,28,3,2,3,1,32,5,4,1,0,53,0
train,40193,2,6,2,2,3,2,31,3,6,0,0,66,0
train,43048,1,4,2,1,3,1,32,5,8,0,0,48,0
train,25792,6,14,3,1,3,1,37,1,8,0,0,68,0
train,39069,3,30,2,1,3,3,32,4,5,0,0,80,0
train,5841,1,15,2,1,3,1,30,5,7,0,0,49,0
train,2731,1,2,2,1,3,1,39,1,13,0,0,52,0
train,71903,7,31,2,2,3,1,27,3,2,0,0,59,0
train,50786,3,13,3,2,3,1,32,4,7,1,0,79,0
train,69347,1,2,2,1,2,1,40,5,13,1,0,53,0
train,61130,3,12,2,1,1,1,32,3,7,0,0,82,0
train,24513,1,20,2,1,3,2,27,5,2,1,0,53,0
train,15648,7,2,3,1,3,1,32,5,5,1,0,58,0
train,24345,2,13,3,1,1,1,54,4,12,1,0,61,0
train,4,1,2,2,1,3,1,25,3,2,0,0,53,0
train,76191,2,22,3,1,3,1,44,3,16,0,0,59,0
train,41037,4,19,2,1,3,1,34,3,7,0,0,88,0
train,20587,8,27,2,2,3,1,31,3,6,0,0,50,0
train,39296,1,29,2,2,3,3,26,1,1,1,0,50,0
train,69634,6,27,2,2,3,1,24,NA,1,0,0,74,0
train,14241,3,22,3,1,1,2,37,1,6,0,0,82,0
train,57248,1,27,2,1,3,1,40,3,3,0,0,56,0
train,60006,3,16,2,1,3,1,58,3,18,1,0,90,1
train,76297,6,5,2,1,3,1,29,3,5,0,0,69,0
train,73423,6,4,3,1,3,1,44,3,15,1,0,70,0
train,25458,2,2,3,1,3,3,35,5,9,0,0,60,0
train,34581,8,2,2,2,3,1,32,5,2,1,0,49,0
train,52779,1,2,NA,1,3,1,36,1,8,0,0,48,0
train,2090,2,15,2,2,1,1,33,2,6,0,0,62,0
train,76398,2,22,3,1,1,1,45,5,17,0,0,58,0
train,48978,2,2,2,2,3,2,44,4,12,0,0,57,0
train,56850,3,9,2,1,1,1,25,1,2,0,0,82,0
train,60041,2,7,3,1,3,1,41,5,7,0,0,60,0
train,75154,7,26,2,2,3,1,29,3,5,1,0,59,0
train,42196,1,11,2,2,3,1,31,1,5,0,0,49,0
train,43052,3,2,3,2,1,1,48,5,2,1,0,84,0
train,67835,1,2,3,1,1,1,37,2,6,1,0,49,0
train,21695,1,22,3,2,3,1,35,3,4,0,0,52,0
train,47881,1,10,2,1,1,1,30,3,6,0,0,49,0
train,14707,3,23,2,1,3,1,33,2,9,0,0,81,0
train,25588,1,27,2,1,1,1,37,3,7,1,0,47,0
train,52437,9,13,2,1,1,1,31,4,6,0,0,59,0
train,12246,6,17,2,2,1,1,50,5,23,1,0,74,0
train,25043,3,2,3,1,1,1,44,5,9,1,0,83,1
train,69493,8,2,3,1,2,1,36,3,10,0,0,49,0
train,24490,4,2,2,1,3,2,26,NA,1,0,0,80,0
train,37748,7,22,1,1,1,1,24,1,2,1,0,56,0
train,12600,6,2,2,1,3,1,29,2,4,0,0,68,0
train,24335,1,2,3,2,3,1,43,5,4,1,0,52,1
train,33644,1,2,3,1,1,1,38,5,12,1,0,50,0
train,4606,4,22,NA,1,3,1,23,NA,1,0,0,90,0
train,6136,2,13,2,1,1,1,29,NA,1,0,0,60,0
train,8070,2,13,2,2,1,1,40,3,13,0,0,63,0
train,363,2,15,2,1,1,1,33,4,6,1,0,63,0
train,32384,1,21,2,1,3,1,28,4,3,1,0,53,0
train,42005,7,26,2,2,1,1,30,3,4,0,0,62,0
train,24712,1,30,2,1,3,1,32,4,9,0,0,46,0
train,65199,8,16,2,1,3,2,27,3,6,1,0,48,0
train,48288,4,17,2,1,1,1,28,NA,1,1,0,86,1
train,53835,2,26,3,2,1,1,34,4,10,0,0,56,0
train,22406,3,32,2,1,3,1,27,NA,1,0,0,80,0
train,74534,1,34,2,1,3,1,29,NA,1,0,0,50,0
train,6391,2,27,2,2,3,1,47,3,15,1,0,58,0
train,69335,6,2,3,2,1,1,56,5,29,1,0,73,1
train,38180,1,22,2,1,3,6,26,NA,1,1,0,50,0
train,72193,3,7,2,2,3,1,31,2,7,0,0,77,0
train,10010,6,17,2,2,3,1,28,4,2,0,0,64,0
train,67796,4,22,2,1,3,1,27,2,1,1,0,83,0
train,42013,4,30,2,1,3,2,32,3,3,1,0,86,0
train,65907,6,4,3,1,3,3,43,3,5,1,0,67,0
train,40863,3,2,3,1,1,1,36,1,10,0,0,81,0
train,18503,2,14,2,2,1,1,35,4,4,0,0,58,0
train,66511,6,14,3,1,3,1,36,3,4,1,0,72,0
train,1392,3,2,2,1,3,1,34,1,7,0,0,84,0
train,36933,2,2,2,1,1,1,33,3,6,0,0,58,0
train,73117,1,2,NA,1,1,1,37,1,11,0,0,49,0
train,29303,2,31,2,1,1,1,29,4,3,1,0,56,0
train,20589,4,2,2,1,3,1,42,1,5,0,0,83,0
train,52519,4,11,2,1,1,1,28,4,3,0,0,85,0
train,60669,1,31,2,1,3,2,30,1,6,0,0,54,0
train,26164,4,29,2,2,1,1,30,5,6,1,0,84,0
train,21397,3,2,3,1,3,5,38,4,10,0,0,79,0
train,59216,1,14,3,1,1,1,41,3,10,0,0,51,0
train,33886,3,13,2,2,1,1,39,5,12,0,0,81,0
train,46934,2,6,2,1,3,1,31,4,7,0,0,61,0
train,8136,6,2,2,2,3,1,56,5,5,1,0,69,0
train,7692,1,22,3,1,1,1,46,3,20,0,0,44,0
train,6874,1,7,2,1,3,2,46,1,13,0,0,48,0
train,27665,4,4,2,1,3,2,29,NA,1,0,0,88,0
train,24512,4,11,2,1,3,1,31,5,4,1,0,86,0
train,27243,1,27,2,1,3,5,28,3,2,0,0,54,0
train,39720,2,26,2,1,3,1,26,5,4,0,0,64,0
train,52168,6,2,2,2,3,1,31,4,4,0,0,67,0
train,73606,1,22,2,2,1,1,29,1,6,0,0,50,0
train,39276,2,11,2,1,1,1,39,3,3,0,0,63,0
train,1947,1,2,3,2,3,1,39,5,5,0,0,54,0
train,18006,1,22,NA,1,1,1,25,1,2,0,0,53,0
train,48410,1,22,3,1,1,1,29,3,2,1,0,45,1
train,63552,2,11,2,1,3,1,35,5,7,1,0,60,0
train,57681,7,27,2,1,3,2,24,3,2,1,0,62,0
train,62497,1,15,2,1,3,2,35,3,4,0,0,50,0
train,49713,4,22,2,1,1,1,34,3,10,0,0,83,0
train,2575,2,7,2,2,3,1,31,3,2,1,0,57,0
train,38798,4,15,2,2,3,1,28,NA,1,0,0,89,0
train,55263,2,2,3,2,1,2,32,4,10,1,0,62,1
train,3697,1,13,3,1,3,1,36,5,10,1,0,50,0
train,5216,7,31,3,1,1,1,32,3,4,0,0,64,0
train,44676,6,29,2,1,1,1,35,3,3,0,0,68,0
train,39441,1,1,2,2,1,1,27,NA,1,0,0,54,0
train,75612,1,2,NA,1,3,1,27,5,2,1,0,49,0
train,42139,2,15,2,2,1,1,32,3,10,1,0,60,0
train,2050,1,7,2,1,1,1,36,4,3,0,0,54,0
train,11235,6,22,2,1,3,3,29,1,3,0,0,73,0
train,71681,8,2,2,2,1,1,31,4,3,1,0,55,0
train,15565,2,11,2,2,3,1,39,5,4,1,1,58,1
train,56138,1,2,3,1,3,1,40,2,11,0,0,50,0
train,47116,2,17,2,1,3,1,29,3,5,0,0,61,0
train,53474,1,22,3,1,3,1,40,5,5,1,0,51,0
train,47853,1,2,3,1,3,1,48,3,3,0,0,52,0
train,62629,7,2,3,1,1,1,40,3,5,0,0,58,0
train,60365,1,26,2,1,3,1,26,1,3,0,0,49,0
train,4480,4,22,2,1,1,1,27,NA,1,0,0,86,1
train,55298,1,17,2,1,3,1,38,3,10,0,0,50,0
train,20490,6,22,2,1,1,2,28,2,6,0,0,68,0
train,31805,7,7,2,1,1,1,32,3,6,0,0,62,0
train,30661,1,31,3,1,1,1,49,3,7,0,0,49,0
train,13538,6,26,2,1,3,1,31,3,6,0,0,69,0
train,57782,2,15,3,2,1,1,38,5,3,1,0,61,1
train,69277,6,7,2,2,1,1,42,5,14,0,0,70,0
train,27362,4,29,2,1,1,1,36,1,4,0,0,86,0
train,58802,3,22,2,1,1,1,30,4,3,1,0,87,0
train,44973,2,27,2,1,3,1,24,5,2,1,0,56,0
train,71206,7,4,2,1,3,1,26,NA,1,0,0,58,0
train,24006,4,20,2,1,3,1,26,3,4,0,0,86,0
train,18126,7,16,2,1,1,2,25,5,2,1,0,58,0
train,3338,4,4,3,1,3,2,46,5,23,1,0,89,1
train,10289,3,33,3,1,1,1,53,3,23,0,0,81,0
train,52967,1,28,2,1,3,1,30,NA,1,0,0,51,0
train,35832,1,2,3,1,1,1,43,1,15,0,0,49,0
train,22692,1,22,3,1,3,1,46,4,12,0,0,50,0
train,8555,2,2,2,2,3,1,34,1,8,1,0,58,0
train,58825,2,32,2,1,3,1,36,4,4,0,0,64,0
train,77496,3,2,2,2,3,1,31,2,5,0,0,82,0
train,68168,1,22,3,1,3,1,45,1,4,0,0,49,0
train,20275,2,17,2,2,3,1,32,3,5,0,0,63,0
train,62801,2,30,2,2,3,1,26,5,2,1,0,58,0
train,74698,6,22,3,1,1,2,42,5,8,1,0,68,1
train,45507,3,15,3,1,3,1,41,3,15,0,0,94,1
train,76155,8,2,2,1,3,1,29,3,4,0,0,48,0
train,59133,2,2,2,2,1,1,34,5,8,0,0,60,0
train,17750,2,6,2,1,3,1,28,3,2,1,0,61,0
train,30587,1,22,2,1,3,2,27,2,4,0,0,46,0
train,61305,1,2,2,1,1,2,27,1,2,0,0,49,0
train,2808,6,2,2,1,1,3,59,4,19,0,0,68,0
train,39150,2,31,2,1,3,1,29,5,2,0,0,59,0
train,72982,1,23,3,1,3,1,38,5,2,0,0,48,0
train,55761,2,2,2,1,3,1,30,5,5,0,0,57,0
train,57724,6,17,2,1,1,1,33,4,5,1,0,70,1
train,19803,3,22,2,2,3,2,27,3,4,0,0,78,0
train,70565,2,7,3,2,1,1,36,4,4,0,0,57,0
train,47147,6,2,2,1,1,2,33,3,7,0,0,70,0
train,26524,4,2,NA,1,1,1,45,3,7,0,0,83,0
train,52070,2,2,3,2,3,2,40,NA,1,1,0,65,0
train,77984,1,4,2,1,1,1,27,NA,1,1,1,52,1
train,58639,2,22,2,1,1,1,47,3,16,0,0,60,0
train,10052,8,2,2,1,1,2,29,NA,1,1,0,49,0
train,1341,4,31,3,1,3,1,35,3,8,1,0,84,1
train,51378,9,13,3,1,1,1,38,1,9,0,0,59,0
train,39304,2,2,3,1,3,2,40,3,7,0,0,63,0
train,26956,4,34,2,1,3,1,26,NA,1,0,0,82,0
train,30917,1,10,2,1,3,2,28,1,3,0,0,47,0
train,31685,1,23,3,1,3,1,44,4,7,0,0,48,0
train,77840,6,4,3,1,3,1,31,3,6,0,0,69,0
train,35934,2,24,2,1,3,1,33,3,4,0,0,63,0
train,74256,1,5,2,1,1,1,30,1,8,0,0,55,0
train,11407,2,23,2,2,1,1,38,3,3,1,0,61,0
train,49686,4,22,2,1,3,1,32,2,5,1,0,86,0
train,22160,6,2,2,2,1,1,38,4,7,1,0,70,0
train,27975,1,12,2,1,1,1,27,NA,1,0,0,50,0
train,67843,2,26,3,2,3,1,35,4,4,0,0,62,0
train,40556,6,10,2,1,1,1,28,5,5,1,0,65,0
train,4926,2,4,2,1,1,1,36,5,7,1,1,58,1
train,73662,2,29,3,1,3,2,34,3,3,0,0,57,0
train,7845,6,2,2,2,1,1,55,4,14,0,0,68,0
train,1999,6,23,2,2,3,1,30,1,8,0,0,70,0
train,28777,3,13,2,2,3,2,29,3,6,0,0,76,0
train,39900,1,14,2,1,3,1,31,3,3,0,0,63,1
train,8455,2,5,2,1,1,1,32,4,5,0,0,61,0
train,69317,2,26,2,1,1,1,31,5,2,0,0,56,0
train,71974,2,6,2,2,3,1,33,3,5,0,0,62,0
train,7316,1,22,NA,1,3,1,21,1,2,0,0,53,0
train,30617,1,28,2,2,3,1,29,3,2,0,0,55,0
train,62661,9,22,2,1,3,1,29,3,2,1,0,64,0
train,19881,3,2,3,1,1,1,53,4,19,0,0,80,0
train,27093,4,29,2,1,3,1,29,5,5,0,0,83,0
train,26108,3,4,3,1,1,1,43,4,7,1,0,81,0
train,26703,2,2,3,2,3,1,32,3,2,0,0,60,0
train,36447,6,26,3,1,3,1,39,5,4,1,0,63,0
train,31506,1,31,2,1,3,2,26,1,2,0,0,52,0
train,37424,6,22,3,1,3,2,32,3,7,0,0,71,0
train,67492,5,22,2,1,3,1,31,3,5,0,0,88,0
train,35413,7,11,2,2,3,1,27,5,2,1,0,54,0
train,50437,7,2,2,1,3,2,35,3,3,0,0,60,0
train,39435,1,4,2,1,3,1,30,4,2,0,0,49,0
train,20949,1,28,2,2,1,1,28,NA,1,1,0,47,0
train,40687,1,25,2,1,1,1,41,3,6,0,0,57,0
train,44988,4,13,3,1,1,1,33,4,7,0,0,84,0
train,61680,7,2,2,1,1,1,38,5,7,1,0,65,0
train,62880,1,1,3,1,1,1,29,3,5,0,0,56,0
train,71978,1,17,2,1,3,1,37,5,10,1,0,51,0
train,16679,8,2,3,2,3,1,42,1,14,0,0,52,0
train,57591,1,22,2,1,3,1,32,2,3,0,0,44,0
train,26855,1,29,3,2,3,1,33,3,2,1,0,48,1
train,38256,6,2,NA,1,3,1,30,NA,1,1,0,68,0
train,45202,7,21,2,1,1,1,28,3,7,0,0,56,0
train,56277,4,22,3,1,3,1,39,4,2,0,0,81,0
train,51723,2,19,2,2,3,1,31,5,4,1,0,59,0
train,66609,1,10,2,1,3,1,28,NA,1,0,0,49,0
train,62249,5,13,3,1,3,1,34,5,6,1,0,80,0
train,6350,1,2,2,1,1,1,32,1,4,0,0,52,0
train,41674,1,22,NA,1,1,1,26,3,3,1,0,45,0
train,7314,2,2,2,1,3,1,41,1,12,0,0,57,0
train,63790,6,29,2,1,1,1,28,NA,1,0,0,71,0
train,50758,7,22,2,1,1,2,26,5,3,1,0,55,0
train,59395,2,13,2,1,1,1,37,4,7,1,0,60,0
train,24709,1,5,3,1,1,2,43,3,5,0,0,51,0
train,31638,5,22,2,1,3,4,31,5,2,1,0,82,0
train,12208,3,23,3,2,3,4,35,3,10,1,0,83,1
train,63100,7,2,1,2,1,1,23,5,2,1,0,57,0
train,7769,2,7,2,2,3,1,28,4,5,0,0,62,0
train,74321,1,20,3,1,1,1,27,3,5,1,0,46,0
train,54378,1,14,2,1,1,1,27,4,5,1,0,47,0
train,16436,3,2,3,1,2,1,49,5,7,1,0,77,0
train,28263,1,2,NA,1,1,1,22,NA,1,0,0,61,1
train,47775,6,14,2,1,1,1,32,4,7,1,0,72,0
train,12542,8,22,2,1,1,1,34,5,3,1,0,49,0
train,18165,1,7,2,1,3,3,30,3,5,0,0,50,0
train,48411,2,2,3,1,3,1,49,5,19,1,0,62,0
train,39966,1,31,NA,1,1,1,28,3,5,0,0,48,0
train,28605,3,27,2,1,3,1,30,2,4,0,0,77,0
train,41527,1,2,2,1,3,3,35,1,9,0,0,48,0
train,44247,2,15,3,2,3,1,53,4,7,0,0,64,0
train,9662,1,2,2,1,1,5,26,3,4,0,0,52,0
train,68382,2,3,2,1,1,1,32,5,9,1,0,63,0
train,70332,1,31,2,1,1,1,41,5,3,1,0,44,0
train,41601,3,6,2,2,3,1,25,3,3,0,0,83,0
train,2990,8,5,2,1,1,1,34,3,7,0,0,63,1
train,19113,3,15,2,1,1,3,32,2,2,0,0,80,0
train,12125,1,20,3,1,1,1,38,3,5,1,0,53,0
train,34698,4,28,2,1,1,1,28,4,4,0,0,82,0
train,9980,4,20,2,1,3,1,29,5,5,1,0,81,0
train,9040,1,7,2,1,3,1,36,2,4,0,0,50,0
train,46428,4,19,2,1,3,1,37,1,11,0,0,87,0
train,77814,2,2,2,2,3,1,31,5,6,1,0,60,0
train,11423,6,34,2,1,1,1,30,3,2,0,0,67,0
train,58823,1,15,2,1,3,1,39,5,5,1,0,51,0
train,51866,1,25,2,1,3,1,36,5,8,1,0,47,0
train,41362,6,13,2,2,3,1,34,3,6,1,0,68,0
train,72159,9,22,2,1,3,1,45,4,6,1,0,59,0
train,77235,2,2,2,2,3,1,31,1,5,1,0,62,0
train,74694,2,13,3,2,1,1,41,3,5,0,0,57,0
train,17630,2,22,3,2,3,1,48,3,16,0,0,60,0
train,56309,4,26,2,1,3,1,30,5,8,1,0,88,0
train,40067,3,26,2,1,3,1,23,NA,1,0,0,78,0
train,7261,5,11,2,1,3,1,31,5,4,1,0,82,0
train,48011,2,23,2,2,3,1,35,4,9,0,0,62,0
train,13414,2,22,3,1,3,1,47,5,17,0,0,70,1
train,2205,1,22,2,1,3,1,28,4,3,1,0,48,0
train,22071,8,31,2,2,3,1,28,3,2,1,0,54,0
train,54640,1,6,2,2,3,1,35,4,7,1,0,58,1
train,6564,1,2,2,1,3,2,28,2,4,0,0,55,0
train,69039,2,4,2,1,1,1,38,4,13,0,0,59,0
train,4262,8,2,2,2,2,1,30,NA,1,0,0,49,0
train,65846,7,26,2,1,1,1,27,2,2,1,0,59,0
train,16058,4,22,2,1,1,1,34,5,8,0,0,81,0
train,72635,2,15,2,1,3,1,31,3,3,0,0,58,0
train,43013,3,11,2,2,3,1,28,NA,1,0,0,82,0
train,60942,1,22,2,1,3,1,33,3,6,1,0,51,0
train,7073,1,2,2,2,3,2,40,3,5,0,0,43,0
train,10854,7,22,2,1,1,2,29,5,3,0,0,74,1
train,12604,6,17,2,2,3,1,39,3,3,0,0,69,0
train,31718,1,23,NA,1,1,1,40,1,10,0,0,50,0
train,48702,1,11,2,1,1,1,26,NA,1,0,0,49,0
train,21032,9,2,2,2,3,1,32,4,3,0,0,68,0
train,21300,3,2,3,1,3,4,37,3,9,0,0,84,0
train,15658,6,26,2,1,3,1,34,3,7,0,0,73,0
train,41470,3,7,2,1,1,2,25,NA,1,0,0,76,0
train,9518,7,7,2,1,1,2,34,3,7,0,0,59,0
train,6082,1,2,2,1,3,1,60,5,6,1,0,50,0
train,12960,2,7,1,1,3,1,24,5,2,1,0,57,0
train,26838,4,4,2,1,1,1,28,5,3,0,0,83,0
train,18473,2,2,2,1,1,1,30,NA,1,1,0,58,0
train,24718,4,15,2,1,3,2,28,NA,1,0,0,85,0
train,21810,3,10,2,1,3,1,26,1,2,0,0,83,0
train,55723,1,2,2,1,1,1,44,4,16,1,0,47,1
train,36283,8,8,2,1,3,1,29,2,4,0,0,49,0
train,10548,6,2,2,1,3,1,49,1,5,0,0,68,0
train,73367,3,10,2,1,1,2,30,4,6,0,0,81,0
train,36698,3,2,1,2,3,1,24,NA,1,0,0,80,1
train,27227,3,22,2,1,3,1,29,3,6,0,0,82,0
train,69953,6,31,2,1,3,1,31,5,5,0,0,63,0
train,19809,4,2,2,1,1,1,30,4,4,0,0,81,0
train,50777,4,2,2,1,1,1,50,4,18,0,0,86,0
train,33323,6,2,3,2,3,1,50,4,6,0,0,68,0
train,26352,1,2,2,1,3,1,54,5,22,0,0,46,0
train,46746,6,17,2,2,3,1,30,3,5,1,0,68,0
train,20804,2,31,2,1,3,1,30,1,6,0,0,61,0
train,47460,1,28,3,1,1,1,35,4,6,0,0,49,0
train,12632,6,2,3,1,3,3,51,3,19,0,0,69,0
train,73579,1,22,2,1,1,1,22,3,2,1,0,49,0
train,39895,3,24,3,2,3,1,39,3,6,0,0,78,0
train,22759,3,13,2,2,3,1,22,4,2,1,0,77,0
train,37821,2,30,2,2,3,1,35,4,7,0,0,64,0
train,36572,3,7,2,2,3,1,31,3,5,0,0,82,0
train,33572,3,14,2,2,1,1,35,3,8,1,0,77,0
train,15398,5,22,2,1,1,1,41,5,9,0,0,81,0
train,14635,1,2,NA,1,1,1,26,1,2,0,0,48,0
train,26326,4,29,2,1,1,1,33,5,7,0,0,87,0
train,70707,1,9,3,1,3,1,30,4,3,0,0,52,0
train,19217,6,2,2,1,3,2,37,2,9,0,0,71,0
train,3275,1,6,2,1,3,1,34,1,8,0,0,47,0
train,15724,4,2,2,1,3,2,36,3,10,0,0,85,0
train,58622,1,2,2,1,3,2,29,NA,1,0,0,51,0
train,8523,2,2,2,1,1,1,52,5,15,1,0,60,0
train,74311,1,28,2,2,3,1,34,5,4,1,0,53,0
train,7505,5,26,2,1,1,1,35,3,2,1,0,81,0
train,43268,4,22,3,1,3,1,33,3,5,0,0,87,0
train,26082,8,2,2,1,3,1,33,4,3,0,0,42,0
train,8657,6,7,3,1,3,2,35,1,9,0,0,66,0
train,66996,1,2,NA,2,3,1,32,4,7,0,0,53,0
train,47240,9,5,2,1,1,1,28,1,4,0,0,60,0
train,19985,1,1,3,2,3,1,32,1,5,0,0,48,0
train,62898,1,2,2,2,3,1,32,4,6,0,0,50,0
train,65685,2,22,2,1,1,1,28,3,6,0,0,60,0
train,66151,6,7,2,2,3,1,30,5,2,1,0,71,0
train,45935,2,31,3,1,1,1,38,3,4,1,0,62,0
train,18452,1,32,2,1,1,1,34,4,8,0,0,47,0
train,4592,8,31,3,2,1,1,34,3,10,0,0,49,0
train,26068,8,2,NA,1,1,1,44,3,12,0,0,48,0
train,37609,3,6,2,1,3,1,25,1,3,0,0,78,0
train,9279,1,1,3,2,1,1,32,3,4,1,0,53,0
train,41054,6,22,3,2,3,1,29,3,2,0,0,69,0
train,54435,8,2,3,1,1,1,48,2,18,0,0,53,0
train,68662,2,7,1,2,3,1,25,3,3,0,0,61,0
train,58295,4,22,2,2,3,1,34,5,5,1,0,84,0
train,9959,3,26,2,1,3,1,39,3,4,0,0,84,0
train,34629,1,16,2,1,1,1,49,3,4,0,0,52,0
train,48826,1,32,2,1,1,1,35,4,6,0,0,45,0
train,34626,1,28,3,1,3,1,39,3,11,0,0,49,0
train,35024,3,7,3,1,1,1,37,2,9,0,0,79,0
train,61366,1,2,3,2,1,1,37,3,7,0,0,50,0
train,40161,3,22,1,1,3,1,26,5,2,1,0,81,0
train,6719,2,22,2,2,1,1,43,3,13,0,0,57,0
train,64357,2,22,2,2,1,1,40,1,12,1,1,91,1
train,66886,2,13,2,2,3,1,34,3,5,1,0,53,0
train,8280,5,2,3,1,1,1,38,5,9,1,0,87,0
train,38460,7,2,1,2,3,1,24,NA,1,0,0,57,0
train,39216,6,2,3,1,1,1,59,3,26,0,0,69,0
train,4707,2,2,2,1,3,2,33,3,10,0,0,65,0
train,11090,8,2,1,1,3,1,25,4,2,0,0,48,0
train,9855,1,16,2,1,1,1,30,4,2,0,0,51,0
train,48744,1,22,3,1,3,1,46,1,9,0,0,53,0
train,10836,2,2,2,2,3,1,57,4,7,1,0,62,0
train,16544,1,2,NA,1,3,1,52,4,25,0,0,56,0
train,45766,2,26,3,1,3,1,32,1,5,0,0,56,0
train,70678,1,2,2,1,3,1,27,NA,1,0,0,48,0
train,68545,2,15,2,1,3,1,32,1,6,0,0,60,0
train,62634,2,22,2,1,1,2,29,3,2,0,0,59,0
train,53372,6,17,2,2,1,1,33,3,9,1,0,68,0
train,39559,1,16,2,1,3,1,34,3,7,0,0,54,0
train,42669,1,2,2,2,3,1,28,5,2,0,0,49,0
train,9245,3,33,3,1,3,1,45,3,6,0,0,76,0
train,39550,1,14,NA,1,3,1,22,1,2,1,0,48,0
train,42926,2,27,2,2,1,1,34,3,9,0,0,61,0
train,73963,1,1,2,1,3,1,31,4,2,0,0,46,0
train,58240,8,22,2,1,1,2,30,3,6,0,0,53,0
train,70306,3,7,3,2,3,1,38,3,12,0,0,75,0
train,58655,3,15,2,1,1,1,27,3,2,0,0,83,0
train,65310,6,2,2,1,3,1,27,1,1,1,0,74,0
train,40238,2,4,2,1,1,1,27,NA,1,0,0,60,0
train,63763,2,2,2,1,1,1,57,3,3,0,0,59,0
train,3199,2,9,2,1,1,1,29,3,3,1,0,60,0
train,39446,3,20,3,2,3,1,37,4,9,0,0,74,0
train,38297,1,2,NA,2,3,1,24,NA,1,1,1,53,0
train,2474,2,2,2,2,1,2,42,4,12,0,0,61,0
train,10653,1,25,2,1,3,2,33,1,4,0,0,51,0
train,55307,1,13,2,1,3,2,36,3,7,0,0,47,0
train,69569,6,11,2,2,3,2,31,2,2,0,0,69,0
train,16949,1,2,2,1,3,1,34,4,3,0,0,50,0
train,69358,7,4,2,2,3,1,33,5,8,1,0,57,1
train,54560,1,22,3,1,3,1,55,3,25,0,0,52,0
train,33104,6,7,3,1,3,2,30,3,3,0,0,70,0
train,32744,1,3,2,1,3,1,33,3,2,0,0,46,0
train,2137,3,27,3,2,1,2,41,3,4,0,0,75,0
train,22887,1,2,3,1,1,1,44,4,6,0,0,43,0
train,57457,1,13,2,1,3,1,40,4,5,1,0,49,0
train,9950,2,12,2,1,1,1,33,3,5,1,0,57,0
train,57651,3,22,3,1,1,1,52,5,4,1,0,80,0
train,63952,2,24,2,1,1,1,30,4,4,0,0,54,0
train,37168,1,2,2,1,3,3,35,3,10,0,0,49,0
train,2862,6,22,2,2,1,1,26,3,2,1,0,64,1
train,30870,1,8,3,1,3,2,36,1,4,0,0,47,0
train,7160,3,15,2,2,3,1,30,4,3,1,0,84,1
train,69261,2,8,2,1,3,2,30,3,6,0,0,59,0
train,26214,2,7,2,1,3,1,27,5,4,1,0,59,0
train,47182,2,11,2,1,3,1,30,NA,1,1,0,59,0
train,25465,9,27,2,1,3,1,37,5,9,0,0,59,0
train,46886,6,2,3,1,3,1,38,4,7,0,0,74,0
train,11822,6,2,2,1,3,1,26,5,2,1,0,68,0
train,13573,1,2,2,2,3,1,31,2,2,1,0,43,0
train,64179,1,15,2,1,1,2,36,1,9,0,0,49,0
train,15951,2,2,2,1,3,1,48,3,7,0,0,58,0
train,30710,1,16,2,2,3,1,39,3,9,0,0,47,0
train,41588,6,13,3,2,1,3,38,4,7,0,0,66,0
train,34413,1,2,3,1,3,1,47,1,17,0,0,44,0
train,58357,1,22,2,1,1,1,41,2,6,0,0,48,0
train,70911,1,22,2,1,3,1,36,3,2,0,0,56,0
train,48041,2,22,2,1,3,2,28,5,2,1,0,54,1
train,1992,1,2,2,2,3,1,32,3,7,0,0,49,0
train,64060,3,2,3,1,2,1,40,4,11,0,0,82,0
train,75755,3,6,2,2,3,1,30,3,7,0,0,78,0
train,45717,6,22,2,1,1,1,29,3,3,0,0,70,0
train,28532,5,32,3,1,3,1,29,3,2,0,0,83,0
train,19514,8,15,2,1,1,1,30,3,9,0,0,53,0
train,77478,1,11,2,1,3,1,41,3,5,0,0,49,0
train,45817,1,26,2,2,1,2,28,3,6,1,0,51,0
train,61977,1,15,2,1,2,1,29,3,5,0,0,49,0
train,8915,9,16,2,2,1,3,28,3,5,1,0,66,0
